,,gini,gini,capture,capture,pr_auc,pr_auc,min_gini,min_gini
,,mean,std,mean,std,mean,std,mean,std
features,start,,,,,,,,
core,1999,0.818913,0.006074,0.725592,0.009022,0.257303,0.006807,0.745408,0.017345
core,2003,0.8352,0.003731,0.769302,0.0057,0.251359,0.009665,0.760161,0.015554
core,2006,0.82821,0.00306,0.75599,0.016712,0.258979,0.010158,0.742629,0.00994
extended,1999,0.823397,0.006815,0.726519,0.012606,0.253398,0.016044,0.733421,0.009387
extended,2003,0.831004,0.002199,0.772704,0.012762,0.265489,0.010315,0.769644,0.015224
extended,2006,0.824026,0.004969,0.74736,0.020008,0.263937,0.01063,0.747318,0.00888
